value,ioc_type,category,confidence,tlp,sources,tags,first_seen,last_seen,description
104.155.33.154,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
104.155.94.32,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
104.168.68.12,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
104.199.107.194,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
104.199.19.244,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
104.199.42.126,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
104.199.47.35,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
104.199.55.128,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
104.199.76.230,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
104.214.173.41,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
106.54.61.191,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
107.172.147.223,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
107.189.24.77,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
109.100.14.222,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
111.21.105.250,ipv4,compromised,high,WHITE,EmergingThreats/compromised-ips|blocklist.de/ssh|blocklist.de/all|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
111.30.42.43,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
112.124.37.132,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
112.167.99.220,ipv4,compromised,high,WHITE,EmergingThreats/compromised-ips|blocklist.de/ssh|blocklist.de/all|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
112.203.69.89,ipv4,compromised,high,WHITE,EmergingThreats/compromised-ips|blocklist.de/ssh|blocklist.de/all|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
114.55.133.117,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
115.190.4.231,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
115.190.44.190,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
115.191.22.87,ipv4,compromised,high,WHITE,EmergingThreats/compromised-ips|blocklist.de/ssh|blocklist.de/all|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.110.11.196,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.110.149.136,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.110.150.128,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.110.151.174,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.110.154.109,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.110.15.47,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.110.156.195,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.110.17.190,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.110.18.121,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.110.1.90,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.110.209.157,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.110.7.119,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.177.172.108,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.177.172.111,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.177.172.64,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.177.172.94,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.99.168.155,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.99.168.7,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.99.169.49,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.99.171.123,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.99.172.203,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.99.173.108,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
116.99.175.167,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
118.220.149.121,ipv4,compromised,high,WHITE,EmergingThreats/compromised-ips|blocklist.de/imap|blocklist.de/mail|blocklist.de/all|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
118.25.146.120,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
118.26.111.107,ipv4,compromised,high,WHITE,EmergingThreats/compromised-ips|blocklist.de/ssh|blocklist.de/all|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
118.31.7.58,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
119.45.165.112,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
120.26.63.170,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
120.48.30.181,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
120.55.15.159,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
120.77.144.101,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
120.77.248.58,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
120.79.182.102,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
121.123.141.251,ipv4,compromised,high,WHITE,EmergingThreats/compromised-ips|blocklist.de/ssh|blocklist.de/all|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
121.135.119.71,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
121.165.187.77,ipv4,compromised,high,WHITE,EmergingThreats/compromised-ips|blocklist.de/ssh|blocklist.de/all|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
121.178.185.141,ipv4,compromised,high,WHITE,EmergingThreats/compromised-ips|blocklist.de/strongips|blocklist.de/mail|blocklist.de/all|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
121.185.89.74,ipv4,compromised,high,WHITE,EmergingThreats/compromised-ips|blocklist.de/imap|blocklist.de/mail|blocklist.de/all|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
121.196.157.119,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
121.196.227.86,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
121.40.151.192,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
121.40.210.59,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
121.40.84.38,ipv4,compromised,high,WHITE,EmergingThreats/compromised-ips|blocklist.de/ssh|blocklist.de/all|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
121.41.81.216,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
121.41.97.232,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
121.43.134.236,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
123.56.124.190,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
124.108.17.138,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
124.123.125.62,ipv4,compromised,high,WHITE,EmergingThreats/compromised-ips|blocklist.de/ssh|blocklist.de/all|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
125.20.210.182,ipv4,compromised,high,WHITE,EmergingThreats/compromised-ips|blocklist.de/ssh|blocklist.de/all|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
125.27.12.122,ipv4,compromised,high,WHITE,EmergingThreats/compromised-ips|blocklist.de/ftp|blocklist.de/all|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
129.226.88.44,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
130.94.69.30,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
131.153.158.213,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
13.200.54.146,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
132.145.115.202,ipv4,compromised,medium,WHITE,EmergingThreats/compromised-ips|ziyadnz/hourly-ipv4,emerging-threats|compromised|blocklist.de|imap|pop3|persistent|ftp|ssh|spam|mail|brute-force|ziyadnz|hourly,2026-06-27T08:44:24Z,2026-06-27T08:44:24Z,
